epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,39.0888,1.04074,0.95826,0.94064,0.59796,0.5,0.58154,0.44664,1.275,2.29506,1.46732,0.000899282,0.000899282,0.000899282
64,39.4631,1.06729,0.94388,1.02047,0.98047,0.33333,0.55833,0.44148,1.11488,2.2672,1.33052,0.000896127,0.000896127,0.000896127
65,39.7974,0.95647,0.87497,0.99222,0.98047,0.33333,0.55833,0.44148,1.11488,2.2672,1.33052,0.000892928,0.000892928,0.000892928
66,40.1585,0.94152,0.83678,0.97625,0.6582,0.5,0.64148,0.52143,1.19819,2.18894,1.42644,0.000889687,0.000889687,0.000889687
67,40.507,0.89663,0.90351,0.96188,0.6582,0.5,0.64148,0.52143,1.19819,2.18894,1.42644,0.000886404,0.000886404,0.000886404
68,40.8751,0.98141,0.92269,0.93265,0.65144,0.5,0.68957,0.54107,1.1735,2.15567,1.47228,0.000883079,0.000883079,0.000883079
69,41.2259,0.93334,0.79082,0.93966,0.65144,0.5,0.68957,0.54107,1.1735,2.15567,1.47228,0.000879713,0.000879713,0.000879713
70,41.5872,0.96352,0.90986,0.9457,0.44525,0.6806,0.60615,0.49437,1.15277,1.88091,1.41679,0.000876305,0.000876305,0.000876305
71,41.9153,0.98918,0.87854,0.98673,0.44525,0.6806,0.60615,0.49437,1.15277,1.88091,1.41679,0.000872857,0.000872857,0.000872857
72,42.3207,0.93592,0.79217,0.91765,0.55054,0.72222,0.64093,0.53037,1.21128,2.02788,1.43465,0.000869368,0.000869368,0.000869368
73,42.6689,1.03137,1.03261,1.01501,0.55054,0.72222,0.64093,0.53037,1.21128,2.02788,1.43465,0.000865839,0.000865839,0.000865839
74,43.0398,0.92333,0.93669,0.94267,0.54761,0.72222,0.59864,0.4481,1.29858,2.29835,1.46775,0.000862271,0.000862271,0.000862271
75,43.3767,1.03892,0.88716,0.92429,0.54761,0.72222,0.59864,0.4481,1.29858,2.29835,1.46775,0.000858664,0.000858664,0.000858664
76,43.731,0.99555,0.89593,0.9769,0.52425,0.72222,0.60019,0.45352,1.35221,2.27691,1.53933,0.000855018,0.000855018,0.000855018
77,44.0724,0.99137,0.87501,0.93228,0.52425,0.72222,0.60019,0.45352,1.35221,2.27691,1.53933,0.000851333,0.000851333,0.000851333
78,44.5082,0.87703,0.89051,0.92008,0.53408,0.72222,0.6132,0.46544,1.27062,2.23659,1.4648,0.000847611,0.000847611,0.000847611
79,44.8521,1.00762,0.95366,0.95273,0.53408,0.72222,0.6132,0.46544,1.27062,2.23659,1.4648,0.000843851,0.000843851,0.000843851
80,45.2278,1.00934,0.98719,0.99775,0.48575,0.72222,0.58205,0.47355,1.28242,2.46573,1.4465,0.000840054,0.000840054,0.000840054
81,45.5921,1.05075,0.79475,0.96623,0.48575,0.72222,0.58205,0.47355,1.28242,2.46573,1.4465,0.00083622,0.00083622,0.00083622
82,45.9369,0.85954,0.82918,0.95062,0.61617,0.55556,0.57872,0.40716,1.4914,2.5422,1.54499,0.000832349,0.000832349,0.000832349
83,46.284,0.95888,0.78858,0.93572,0.61617,0.55556,0.57872,0.40716,1.4914,2.5422,1.54499,0.000828443,0.000828443,0.000828443
84,46.6598,0.97919,0.83595,0.93972,0.61125,0.55556,0.57961,0.40972,1.53117,2.43551,1.60654,0.000824502,0.000824502,0.000824502
85,47.0113,0.9364,0.84058,0.97967,0.61125,0.55556,0.57961,0.40972,1.53117,2.43551,1.60654,0.000820525,0.000820525,0.000820525
86,47.3781,0.95142,0.77316,0.93934,0.92418,0.55556,0.58787,0.38695,1.57291,2.20181,1.63868,0.000816514,0.000816514,0.000816514
87,47.7232,0.77248,0.83641,0.93909,0.92418,0.55556,0.58787,0.38695,1.57291,2.20181,1.63868,0.000812468,0.000812468,0.000812468
88,48.0773,0.84014,0.72848,0.91045,0.92663,0.55556,0.59584,0.4224,1.3662,2.03284,1.47286,0.000808389,0.000808389,0.000808389
89,48.433,1.08684,0.95395,1.04769,0.92663,0.55556,0.59584,0.4224,1.3662,2.03284,1.47286,0.000804277,0.000804277,0.000804277
90,48.7916,0.99164,0.79946,0.96247,0.79318,0.55556,0.62306,0.47616,1.24264,2.09327,1.38778,0.000800131,0.000800131,0.000800131
91,49.1349,0.96932,0.79529,0.93425,0.79318,0.55556,0.62306,0.47616,1.24264,2.09327,1.38778,0.000795954,0.000795954,0.000795954
92,49.5058,1.01079,0.87367,0.92851,0.93096,0.55556,0.73939,0.58888,1.17426,2.29941,1.36386,0.000791744,0.000791744,0.000791744
93,49.8734,0.95599,0.83414,0.91075,0.93096,0.55556,0.73939,0.58888,1.17426,2.29941,1.36386,0.000787503,0.000787503,0.000787503
94,50.2353,0.87385,0.85099,0.92545,0.85899,0.55556,0.73817,0.5884,1.09557,2.37106,1.3018,0.000783231,0.000783231,0.000783231
95,50.5929,0.97122,0.75968,0.93357,0.85899,0.55556,0.73817,0.5884,1.09557,2.37106,1.3018,0.000778929,0.000778929,0.000778929
96,51.0124,0.8983,0.7935,0.91443,0.5485,0.72222,0.73817,0.6215,1.01761,2.45023,1.26481,0.000774596,0.000774596,0.000774596
97,51.3495,0.932,0.85636,0.91678,0.5485,0.72222,0.73817,0.6215,1.01761,2.45023,1.26481,0.000770234,0.000770234,0.000770234
98,51.7194,0.84301,0.89113,0.92086,0.56859,0.72222,0.73188,0.65416,0.94552,2.3729,1.23849,0.000765843,0.000765843,0.000765843
99,52.0784,0.92081,0.85929,0.9063,0.56859,0.72222,0.73188,0.65416,0.94552,2.3729,1.23849,0.000761423,0.000761423,0.000761423
100,52.4685,0.81161,0.94651,0.89442,0.66172,0.72222,0.72808,0.65926,0.98232,2.1948,1.28653,0.000756976,0.000756976,0.000756976
101,52.8256,0.81986,0.73553,0.88529,0.66172,0.72222,0.72808,0.65926,0.98232,2.1948,1.28653,0.0007525,0.0007525,0.0007525
102,53.1978,0.93207,0.75521,0.89544,0.80474,0.72222,0.72668,0.65904,1.06094,2.15347,1.35523,0.000747997,0.000747997,0.000747997
103,53.5714,0.82879,0.72903,0.8725,0.80474,0.72222,0.72668,0.65904,1.06094,2.15347,1.35523,0.000743468,0.000743468,0.000743468
104,53.9221,0.86849,0.74088,0.88293,0.72875,0.72222,0.72581,0.65881,1.05188,2.15895,1.32365,0.000738913,0.000738913,0.000738913
105,54.2713,0.7992,0.68261,0.88341,0.72875,0.72222,0.72581,0.65881,1.05188,2.15895,1.32365,0.000734332,0.000734332,0.000734332
106,54.6376,0.82984,0.83794,0.94433,0.68623,0.72222,0.72691,0.68108,1.12273,2.31058,1.36425,0.000729725,0.000729725,0.000729725
107,55.0057,0.7935,0.69692,0.86543,0.68623,0.72222,0.72691,0.68108,1.12273,2.31058,1.36425,0.000725094,0.000725094,0.000725094
108,55.3689,0.80821,0.68077,0.90427,0.64392,0.72222,0.72601,0.692,1.16362,2.38982,1.38683,0.000720439,0.000720439,0.000720439
109,55.7203,0.80797,0.76884,0.8981,0.64392,0.72222,0.72601,0.692,1.16362,2.38982,1.38683,0.000715761,0.000715761,0.000715761
110,56.0884,0.94601,0.81282,0.89667,0.70871,0.72222,0.71941,0.68047,1.16812,2.61966,1.39335,0.000711059,0.000711059,0.000711059
111,56.4371,0.85615,0.66983,0.89926,0.70871,0.72222,0.71941,0.68047,1.16812,2.61966,1.39335,0.000706335,0.000706335,0.000706335
112,56.7938,0.74848,0.68007,0.89268,0.79014,0.72222,0.71883,0.66366,0.99974,2.69523,1.25048,0.000701588,0.000701588,0.000701588
113,57.1312,0.84442,0.75154,0.90249,0.79014,0.72222,0.71883,0.66366,0.99974,2.69523,1.25048,0.00069682,0.00069682,0.00069682
114,57.5828,0.77406,0.73354,0.9095,0.82827,0.72222,0.71994,0.66927,0.94845,2.69511,1.22131,0.000692031,0.000692031,0.000692031
115,57.9217,0.93033,0.86662,0.92065,0.82827,0.72222,0.71994,0.66927,0.94845,2.69511,1.22131,0.000687222,0.000687222,0.000687222
116,58.2653,0.87175,0.72008,0.88987,0.78356,0.72222,0.71887,0.6304,0.96197,2.66035,1.21363,0.000682392,0.000682392,0.000682392
117,58.6047,0.78226,0.74006,0.8709,0.78356,0.72222,0.71887,0.6304,0.96197,2.66035,1.21363,0.000677543,0.000677543,0.000677543
118,58.9845,0.80733,0.96455,0.92297,0.81439,0.72222,0.7189,0.63042,0.96836,2.17134,1.19614,0.000672675,0.000672675,0.000672675
119,59.3279,0.78584,0.63325,0.89981,0.81439,0.72222,0.7189,0.63042,0.96836,2.17134,1.19614,0.000667789,0.000667789,0.000667789
120,59.6818,0.84593,0.72955,0.89203,0.78376,0.72222,0.71893,0.64704,0.99111,1.90023,1.21642,0.000662885,0.000662885,0.000662885
121,60.0166,0.83629,0.70508,0.91102,0.78376,0.72222,0.71893,0.64704,0.99111,1.90023,1.21642,0.000657963,0.000657963,0.000657963
122,60.3738,0.78819,0.70436,0.86488,0.82829,0.72222,0.71898,0.64708,1.04149,1.73664,1.29465,0.000653025,0.000653025,0.000653025
123,60.7254,0.7522,0.65982,0.8723,0.82829,0.72222,0.71898,0.64708,1.04149,1.73664,1.29465,0.000648071,0.000648071,0.000648071
124,61.0912,0.78507,0.6802,0.89066,0.84293,0.72222,0.71902,0.64712,0.95642,1.53137,1.26701,0.000643101,0.000643101,0.000643101
125,61.4346,0.91806,0.68799,0.89275,0.84293,0.72222,0.71902,0.64712,0.95642,1.53137,1.26701,0.000638115,0.000638115,0.000638115
126,61.7969,0.7957,0.66785,0.88209,0.8549,0.72222,0.71907,0.63616,0.88721,1.37001,1.25639,0.000633115,0.000633115,0.000633115
127,62.1493,0.99355,0.75138,0.93546,0.8549,0.72222,0.71907,0.63616,0.88721,1.37001,1.25639,0.000628101,0.000628101,0.000628101
128,62.5009,0.73386,0.71523,0.92453,0.88011,0.72222,0.71915,0.64746,0.85398,1.30452,1.25117,0.000623074,0.000623074,0.000623074
129,62.8636,0.81919,0.67682,0.86308,0.88011,0.72222,0.71915,0.64746,0.85398,1.30452,1.25117,0.000618034,0.000618034,0.000618034
130,63.225,0.76386,0.63148,0.86351,0.89195,0.72222,0.71927,0.64734,0.87726,1.30767,1.26965,0.000612981,0.000612981,0.000612981
131,63.6502,0.71824,0.59845,0.88006,0.89195,0.72222,0.71927,0.64734,0.87726,1.30767,1.26965,0.000607916,0.000607916,0.000607916
132,64.0208,0.7678,0.64261,0.88094,0.89409,0.72222,0.71924,0.65855,0.89046,1.34342,1.27555,0.00060284,0.00060284,0.00060284
133,64.3653,0.84595,0.65428,0.88899,0.89409,0.72222,0.71924,0.65855,0.89046,1.34342,1.27555,0.000597754,0.000597754,0.000597754
134,64.7298,0.74931,0.70023,0.89592,0.84812,0.67285,0.71921,0.70821,0.98523,1.48782,1.36732,0.000592657,0.000592657,0.000592657
135,65.0641,0.7428,0.59446,0.88415,0.84812,0.67285,0.71921,0.70821,0.98523,1.48782,1.36732,0.000587551,0.000587551,0.000587551
136,65.4316,0.93149,0.68786,0.97302,0.85853,0.62948,0.71919,0.69695,1.05071,1.59114,1.4422,0.000582435,0.000582435,0.000582435
137,65.7999,0.81862,0.72711,0.90384,0.85853,0.62948,0.71919,0.69695,1.05071,1.59114,1.4422,0.000577311,0.000577311,0.000577311
138,66.1755,0.81877,0.70733,0.92926,0.86481,0.62958,0.71927,0.66386,1.01184,1.55879,1.42779,0.000572179,0.000572179,0.000572179
139,66.5117,0.79949,0.67638,0.8973,0.86481,0.62958,0.71927,0.66386,1.01184,1.55879,1.42779,0.00056704,0.00056704,0.00056704
140,66.8717,0.68511,0.63289,0.87913,0.8981,0.64626,0.71932,0.66391,0.95932,1.49918,1.38852,0.000561894,0.000561894,0.000561894
141,67.2208,0.81804,0.73961,0.93991,0.8981,0.64626,0.71932,0.66391,0.95932,1.49918,1.38852,0.000556742,0.000556742,0.000556742
142,67.5895,0.82652,0.6859,0.90409,0.89454,0.69267,0.71941,0.70841,0.91328,1.43469,1.3448,0.000551584,0.000551584,0.000551584
143,67.9429,0.73392,0.6663,0.88459,0.89454,0.69267,0.71941,0.70841,0.91328,1.43469,1.3448,0.000546421,0.000546421,0.000546421
144,68.3405,0.70383,0.60394,0.85448,0.84481,0.72222,0.71951,0.69199,0.87545,1.37287,1.29901,0.000541253,0.000541253,0.000541253
145,68.6878,0.76346,0.62658,0.86022,0.84481,0.72222,0.71951,0.69199,0.87545,1.37287,1.29901,0.000536081,0.000536081,0.000536081
146,69.0413,0.77945,0.62955,0.87096,0.8177,0.72222,0.71952,0.69199,0.82338,1.42203,1.25676,0.000530906,0.000530906,0.000530906
147,69.38,0.61409,0.60814,0.87334,0.8177,0.72222,0.71952,0.69199,0.82338,1.42203,1.25676,0.000525728,0.000525728,0.000525728
148,69.7293,0.70618,0.60132,0.88253,0.69262,0.72222,0.71957,0.6973,0.87398,1.50447,1.27785,0.000520548,0.000520548,0.000520548
149,70.1512,0.82513,0.60823,0.90236,0.69262,0.72222,0.71957,0.6973,0.87398,1.50447,1.27785,0.000515366,0.000515366,0.000515366
150,70.5109,0.81168,0.60661,0.85286,0.64633,0.72222,0.71954,0.69728,0.92374,1.60811,1.29117,0.000510184,0.000510184,0.000510184
151,70.8579,0.71004,0.55698,0.85608,0.64633,0.72222,0.71954,0.69728,0.92374,1.60811,1.29117,0.000505,0.000505,0.000505
152,71.2228,0.70773,0.62827,0.8364,0.62201,0.72222,0.71953,0.6641,0.9369,1.69308,1.3084,0.000499816,0.000499816,0.000499816
153,71.5785,0.72059,0.66958,0.94863,0.62201,0.72222,0.71953,0.6641,0.9369,1.69308,1.3084,0.000494634,0.000494634,0.000494634
154,71.9247,0.77323,0.6468,0.86709,0.62743,0.72222,0.71956,0.66413,0.91656,1.70214,1.2858,0.000489452,0.000489452,0.000489452
155,72.2904,0.76473,0.64752,0.87067,0.62743,0.72222,0.71956,0.66413,0.91656,1.70214,1.2858,0.000484272,0.000484272,0.000484272
156,72.6543,0.74633,0.63174,0.88656,0.68038,0.72222,0.72056,0.70872,0.89991,1.63799,1.28095,0.000479094,0.000479094,0.000479094
157,73.0018,0.6616,0.55845,0.83696,0.68038,0.72222,0.72056,0.70872,0.89991,1.63799,1.28095,0.000473919,0.000473919,0.000473919
158,73.3614,0.60882,0.54281,0.84574,0.82056,0.72222,0.71974,0.67557,0.97737,1.61716,1.35355,0.000468747,0.000468747,0.000468747
159,73.703,0.69125,0.58615,0.85858,0.82056,0.72222,0.71974,0.67557,0.97737,1.61716,1.35355,0.000463579,0.000463579,0.000463579
160,74.0648,0.7178,0.62939,0.91613,0.93472,0.72222,0.71977,0.6756,0.99136,1.5478,1.37455,0.000458416,0.000458416,0.000458416
161,74.3964,0.83917,0.62635,0.86389,0.93472,0.72222,0.71977,0.6756,0.99136,1.5478,1.37455,0.000453258,0.000453258,0.000453258
162,74.7598,0.70717,0.58495,0.88273,0.95037,0.72222,0.71987,0.6757,0.88579,1.3881,1.27839,0.000448106,0.000448106,0.000448106
163,75.1037,0.62487,0.59199,0.88569,0.95037,0.72222,0.71987,0.6757,0.88579,1.3881,1.27839,0.00044296,0.00044296,0.00044296
164,75.4752,0.71038,0.58747,0.86938,0.95614,0.72222,0.71992,0.67575,0.85939,1.29613,1.23365,0.000437821,0.000437821,0.000437821
165,75.8261,0.82394,0.65151,0.86796,0.95614,0.72222,0.71992,0.67575,0.85939,1.29613,1.23365,0.000432689,0.000432689,0.000432689
166,76.213,0.65506,0.57743,0.88235,0.96396,0.72222,0.7201,0.67593,0.95588,1.271,1.31212,0.000427565,0.000427565,0.000427565
167,76.6302,0.74008,0.67458,0.8649,0.96396,0.72222,0.7201,0.67593,0.95588,1.271,1.31212,0.000422449,0.000422449,0.000422449
168,76.9916,0.70507,0.60701,0.92534,0.96967,0.72222,0.72004,0.67588,1.03765,1.29826,1.41128,0.000417343,0.000417343,0.000417343
169,77.3374,0.65594,0.58749,0.89392,0.96967,0.72222,0.72004,0.67588,1.03765,1.29826,1.41128,0.000412246,0.000412246,0.000412246
170,77.6935,0.57188,0.53964,0.8291,0.96502,0.72222,0.72024,0.67607,1.03746,1.29664,1.4079,0.00040716,0.00040716,0.00040716
171,78.0381,0.66974,0.55313,0.84819,0.96502,0.72222,0.72024,0.67607,1.03746,1.29664,1.4079,0.000402084,0.000402084,0.000402084
172,78.4062,0.74647,0.57445,0.90899,0.95742,0.72222,0.72027,0.6761,0.99363,1.3052,1.35776,0.000397019,0.000397019,0.000397019
173,78.7673,0.71073,0.55547,0.89873,0.95742,0.72222,0.72027,0.6761,0.99363,1.3052,1.35776,0.000391966,0.000391966,0.000391966
174,79.1259,0.61604,0.52585,0.85137,0.95354,0.72222,0.72019,0.67603,0.96259,1.29171,1.32243,0.000386926,0.000386926,0.000386926
175,79.4843,0.70809,0.57301,0.89411,0.95354,0.72222,0.72019,0.67603,0.96259,1.29171,1.32243,0.000381899,0.000381899,0.000381899
176,79.8445,0.6428,0.53395,0.87694,0.94573,0.72222,0.72002,0.67585,0.92471,1.26239,1.27905,0.000376885,0.000376885,0.000376885
177,80.1964,0.75908,0.59422,0.91685,0.94573,0.72222,0.72002,0.67585,0.92471,1.26239,1.27905,0.000371885,0.000371885,0.000371885
178,80.5591,0.69303,0.63336,0.84793,0.93954,0.72222,0.71996,0.67579,0.87823,1.24789,1.24781,0.000366899,0.000366899,0.000366899
179,80.9053,0.76724,0.58755,0.89882,0.93954,0.72222,0.71996,0.67579,0.87823,1.24789,1.24781,0.000361929,0.000361929,0.000361929
180,81.2634,0.6967,0.53382,0.86068,0.91888,0.72222,0.72004,0.67587,0.91131,1.33466,1.27515,0.000356975,0.000356975,0.000356975
181,81.6309,0.68823,0.57182,0.85714,0.91888,0.72222,0.72004,0.67587,0.91131,1.33466,1.27515,0.000352037,0.000352037,0.000352037
182,81.9896,0.75267,0.5827,0.84411,0.92028,0.72222,0.71995,0.67578,0.92346,1.40221,1.28797,0.000347115,0.000347115,0.000347115
183,82.3665,0.79703,0.63166,0.9085,0.92028,0.72222,0.71995,0.67578,0.92346,1.40221,1.28797,0.000342211,0.000342211,0.000342211
184,82.7941,0.80195,0.6319,0.94199,0.91536,0.72222,0.71987,0.70887,0.92627,1.42496,1.2927,0.000337325,0.000337325,0.000337325
185,83.161,0.70872,0.553,0.8507,0.91536,0.72222,0.71987,0.70887,0.92627,1.42496,1.2927,0.000332457,0.000332457,0.000332457
186,83.5395,0.65128,0.55512,0.87601,0.93296,0.72222,0.71983,0.67566,0.91993,1.39417,1.28476,0.000327608,0.000327608,0.000327608
187,83.9073,0.60859,0.51188,0.83676,0.93296,0.72222,0.71983,0.67566,0.91993,1.39417,1.28476,0.000322778,0.000322778,0.000322778
188,84.2725,0.65011,0.53113,0.84785,0.95533,0.72222,0.71993,0.67018,0.91473,1.34212,1.27309,0.000317969,0.000317969,0.000317969
189,84.6121,0.61167,0.52563,0.85034,0.95533,0.72222,0.71993,0.67018,0.91473,1.34212,1.27309,0.00031318,0.00031318,0.00031318
190,84.982,0.70997,0.54416,0.86699,0.96073,0.72222,0.72007,0.67032,0.90132,1.32913,1.26488,0.000308412,0.000308412,0.000308412
191,85.3192,0.58809,0.55704,0.83462,0.96073,0.72222,0.72007,0.67032,0.90132,1.32913,1.26488,0.000303665,0.000303665,0.000303665
192,85.6882,0.70152,0.63535,0.86583,0.96399,0.72222,0.72011,0.70353,0.85944,1.28348,1.23968,0.000298941,0.000298941,0.000298941
193,86.026,0.54895,0.58295,0.87358,0.96399,0.72222,0.72011,0.70353,0.85944,1.28348,1.23968,0.000294239,0.000294239,0.000294239
194,86.3872,0.59812,0.49891,0.88061,0.96196,0.72222,0.72016,0.70357,0.82688,1.22565,1.21616,0.000289561,0.000289561,0.000289561
195,86.7667,0.57451,0.50615,0.84491,0.96196,0.72222,0.72016,0.70357,0.82688,1.22565,1.21616,0.000284906,0.000284906,0.000284906
196,87.1233,0.57595,0.51569,0.85351,0.96035,0.72222,0.72038,0.70379,0.81084,1.22209,1.20103,0.000280275,0.000280275,0.000280275
197,87.4538,0.60586,0.52508,0.86723,0.96035,0.72222,0.72038,0.70379,0.81084,1.22209,1.20103,0.000275668,0.000275668,0.000275668
198,87.8358,0.59051,0.50875,0.83744,0.95463,0.72222,0.72037,0.68726,0.78868,1.22608,1.18395,0.000271087,0.000271087,0.000271087
199,88.1751,0.56327,0.48769,0.83243,0.95463,0.72222,0.72037,0.68726,0.78868,1.22608,1.18395,0.000266532,0.000266532,0.000266532
200,88.5467,0.61921,0.58565,0.82673,0.94579,0.72222,0.72026,0.68714,0.77399,1.243,1.17078,0.000262003,0.000262003,0.000262003
201,88.891,0.60991,0.49774,0.85963,0.94579,0.72222,0.72026,0.68714,0.77399,1.243,1.17078,0.0002575,0.0002575,0.0002575
202,89.3282,0.60669,0.5246,0.83589,0.93936,0.72222,0.7203,0.68719,0.78384,1.24069,1.17444,0.000253024,0.000253024,0.000253024
203,89.671,0.5887,0.50671,0.82792,0.93936,0.72222,0.7203,0.68719,0.78384,1.24069,1.17444,0.000248577,0.000248577,0.000248577
204,90.0301,0.567,0.51744,0.85807,0.93544,0.72222,0.72024,0.70366,0.79411,1.26047,1.17818,0.000244157,0.000244157,0.000244157
205,90.3905,0.63514,0.56802,0.84872,0.93544,0.72222,0.72024,0.70366,0.79411,1.26047,1.17818,0.000239766,0.000239766,0.000239766
206,90.7546,0.58449,0.53445,0.83771,0.93178,0.72222,0.72024,0.70366,0.81783,1.27399,1.20002,0.000235404,0.000235404,0.000235404
207,91.124,0.60004,0.49492,0.80796,0.93178,0.72222,0.72024,0.70366,0.81783,1.27399,1.20002,0.000231071,0.000231071,0.000231071
208,91.5051,0.57937,0.47972,0.84796,0.9262,0.72222,0.72032,0.70373,0.8271,1.3123,1.21006,0.000226769,0.000226769,0.000226769
209,91.864,0.59513,0.52668,0.84536,0.9262,0.72222,0.72032,0.70373,0.8271,1.3123,1.21006,0.000222497,0.000222497,0.000222497
210,92.2357,0.61743,0.5837,0.88789,0.92349,0.72222,0.72027,0.70368,0.8359,1.31681,1.21718,0.000218256,0.000218256,0.000218256
211,92.5848,0.66511,0.5411,0.85494,0.92349,0.72222,0.72027,0.70368,0.8359,1.31681,1.21718,0.000214046,0.000214046,0.000214046
212,92.9412,0.66177,0.53137,0.85055,0.91881,0.72222,0.72033,0.70375,0.80927,1.27465,1.20704,0.000209869,0.000209869,0.000209869
213,93.2861,0.6516,0.5425,0.81969,0.91881,0.72222,0.72033,0.70375,0.80927,1.27465,1.20704,0.000205723,0.000205723,0.000205723
214,93.648,0.58873,0.48499,0.85188,0.92347,0.72222,0.72029,0.70371,0.79999,1.27845,1.21328,0.000201611,0.000201611,0.000201611
215,93.988,0.66119,0.50151,0.85251,0.92347,0.72222,0.72029,0.70371,0.79999,1.27845,1.21328,0.000197532,0.000197532,0.000197532
216,94.4091,0.64708,0.54101,0.91956,0.92932,0.72222,0.72029,0.70929,0.8054,1.28261,1.21954,0.000193486,0.000193486,0.000193486
217,94.7703,0.69367,0.59371,0.88455,0.92932,0.72222,0.72029,0.70929,0.8054,1.28261,1.21954,0.000189475,0.000189475,0.000189475
218,95.1645,0.54398,0.48451,0.83034,0.93283,0.72222,0.72016,0.70915,0.80823,1.25663,1.22286,0.000185498,0.000185498,0.000185498
219,95.5202,0.6355,0.45959,0.84683,0.93283,0.72222,0.72016,0.70915,0.80823,1.25663,1.22286,0.000181557,0.000181557,0.000181557
220,95.9565,0.60746,0.49116,0.85395,0.93497,0.72222,0.71996,0.70896,0.81421,1.25633,1.22346,0.000177651,0.000177651,0.000177651
221,96.298,0.6572,0.50489,0.85042,0.93497,0.72222,0.71996,0.70896,0.81421,1.25633,1.22346,0.00017378,0.00017378,0.00017378
222,96.6683,0.55665,0.47394,0.81944,0.9358,0.72222,0.71995,0.66448,0.82345,1.25754,1.22737,0.000169946,0.000169946,0.000169946
223,97.0063,0.78263,0.6068,0.92148,0.9358,0.72222,0.71995,0.66448,0.82345,1.25754,1.22737,0.000166149,0.000166149,0.000166149
224,97.3764,0.7049,0.55939,0.87177,0.93598,0.72222,0.72075,0.67576,0.81606,1.25371,1.22284,0.000162389,0.000162389,0.000162389
225,97.7179,0.49655,0.49084,0.82591,0.93598,0.72222,0.72075,0.67576,0.81606,1.25371,1.22284,0.000158667,0.000158667,0.000158667
226,98.0812,0.62122,0.62312,0.88509,0.93404,0.72222,0.72066,0.67569,0.80071,1.24428,1.21786,0.000154982,0.000154982,0.000154982
227,98.4311,0.66377,0.52085,0.85349,0.93404,0.72222,0.72066,0.67569,0.80071,1.24428,1.21786,0.000151336,0.000151336,0.000151336
228,98.8044,0.52547,0.48512,0.82655,0.93849,0.72222,0.7206,0.70878,0.78148,1.23445,1.21048,0.000147729,0.000147729,0.000147729
229,99.1534,0.65318,0.54864,0.86847,0.93849,0.72222,0.7206,0.70878,0.78148,1.23445,1.21048,0.000144161,0.000144161,0.000144161
230,99.5374,0.6226,0.53106,0.83266,0.94053,0.72222,0.7196,0.7086,0.78678,1.24236,1.21512,0.000140632,0.000140632,0.000140632
231,99.8925,0.67087,0.51145,0.87178,0.94053,0.72222,0.7196,0.7086,0.78678,1.24236,1.21512,0.000137143,0.000137143,0.000137143
232,100.256,0.58184,0.52733,0.8481,0.94651,0.72222,0.71958,0.70858,0.80021,1.24664,1.22014,0.000133695,0.000133695,0.000133695
233,100.6,0.53774,0.50183,0.85494,0.94651,0.72222,0.71958,0.70858,0.80021,1.24664,1.22014,0.000130287,0.000130287,0.000130287
234,100.981,0.73159,0.54702,0.86521,0.94829,0.72222,0.7196,0.7086,0.81448,1.24186,1.22111,0.000126921,0.000126921,0.000126921
235,101.33,0.56501,0.47708,0.85218,0.94829,0.72222,0.7196,0.7086,0.81448,1.24186,1.22111,0.000123596,0.000123596,0.000123596
236,101.708,0.63957,0.52216,0.87853,0.95223,0.72222,0.7196,0.70859,0.82887,1.25721,1.22559,0.000120313,0.000120313,0.000120313
237,102.115,0.63975,0.50099,0.84795,0.95223,0.72222,0.7196,0.70859,0.82887,1.25721,1.22559,0.000117072,0.000117072,0.000117072
238,102.466,0.56018,0.53117,0.8718,0.95563,0.72222,0.71961,0.66418,0.85231,1.26618,1.23474,0.000113873,0.000113873,0.000113873
239,102.821,0.60909,0.48891,0.8344,0.95563,0.72222,0.71961,0.66418,0.85231,1.26618,1.23474,0.000110718,0.000110718,0.000110718
240,103.188,0.62257,0.48624,0.83172,0.96033,0.72222,0.7196,0.66417,0.87701,1.28301,1.24185,0.000107605,0.000107605,0.000107605
241,103.528,0.60833,0.49901,0.83629,0.96033,0.72222,0.7196,0.66417,0.87701,1.28301,1.24185,0.000104537,0.000104537,0.000104537
242,103.909,0.56836,0.46255,0.82549,0.96361,0.72222,0.71961,0.66418,0.9126,1.29179,1.25279,0.000101512,0.000101512,0.000101512
243,104.255,0.59842,0.50885,0.85564,0.96361,0.72222,0.71961,0.66418,0.9126,1.29179,1.25279,9.85311e-05,9.85311e-05,9.85311e-05
244,104.618,0.53675,0.46072,0.81948,0.96462,0.72222,0.71966,0.66423,0.9397,1.29331,1.26092,9.55951e-05,9.55951e-05,9.55951e-05
245,104.975,0.52771,0.44627,0.83989,0.96462,0.72222,0.71966,0.66423,0.9397,1.29331,1.26092,9.2704e-05,9.2704e-05,9.2704e-05
246,105.345,0.58021,0.53371,0.81842,0.96417,0.72222,0.71967,0.66424,0.9479,1.31115,1.26461,8.98581e-05,8.98581e-05,8.98581e-05
247,105.702,0.52612,0.4425,0.81658,0.96417,0.72222,0.71967,0.66424,0.9479,1.31115,1.26461,8.70577e-05,8.70577e-05,8.70577e-05
